uuid,link_id,link,time_class,time_control,rated,white,white_rating,black,black_rating,rating_diff,opening,simple_opening,eco_code,my_color,result,white_accuracy,black_accuracy,Time,end_time,moves
71ba5026-3e2a-11f1-a0f1-86ad2101000f,167657102686,https://www.chess.com/game/live/167657102686,bullet,60+1,True,ParpasP,877,Anurag7381,782,95,Queens-Pawn-Opening-Mikenas-Defense-2.c4-e5,Quenn's Pawn Opening,/www.chess.com/openings/Queens-Pawn-Opening-Mikenas-Defense-2.c4-e5,White,Win,,,2026-04-22 11:07:40+02:00,1776848860,d4|e5|c4|Nc6|dxe5|Nxe5|Nf3|Nxc4|Nc3|Bb4|e4|Bxc3+|bxc3|Nd6|Bd3|f6|O-O|Ne7|Nd4|O-O|Re1|c5|Nf3|c4|Bc2|a6|Qxd6|b5|e5|fxe5|Rxe5|Bb7|Qxe7|Qxe7|Rxe7|Bxf3|gxf3|Rxf3|Be4|Rxc3|Bxa8|Rd3|Bb2|Rd1+|Rxd1
2373403c-3e2a-11f1-8849-28ad8d01000f,167657034790,https://www.chess.com/game/live/167657034790,bullet,60+1,True,donut1,870,ParpasP,871,-1,Closed-Sicilian-Defense-2...e6-3.d3,Closed Sicilian Defense,/www.chess.com/openings/Closed-Sicilian-Defense-2...e6-3.d3,Black,Win,,,2026-04-22 11:05:35+02:00,1776848735,e4|c5|Nc3|e6|d3|d5|exd5|exd5|Nf3|d4|Ne4|Nc6|Be2|b6|O-O|Bb7|Bf4|Rc8|Nfd2|Nf6|Nxf6+|Qxf6|Bg4|Qxf4|Bxc8|Bxc8|Nf3|Bd6|Qe2+|Be6|Rfe1|O-O|g3|Qg4|Nd2|Qh3|Qf3|Bg4|Qxc6|Bb8|Ne4|Bf3|Ng5|Qg2#
b9037a8d-3e29-11f1-8849-28ad8d01000f,167656944644,https://www.chess.com/game/live/167656944644,bullet,60+1,True,ParpasP,863,Roszek8,879,-16,Queens-Gambit-Declined-Baltic-Deferred-Queen-Attack,Queen's Gambit Declined,/www.chess.com/openings/Queens-Gambit-Declined-Baltic-Deferred-Queen-Attack,White,Loss,,,2026-04-22 11:03:29+02:00,1776848609,d4|d5|c4|Bf5|Nc3|e6|Qb3|b6|e3|Nf6|Be2|Be7|Nf3|O-O|O-O|Ne4|Nxe4|Bxe4|Ne5|f6|Nd3|a5|f3|Bg6|Nf4|a4|Qb5|Be8|Nxe6|Qc8|Qxd5|Bf7|Qe4|c6|Nxf8|Bxf8|f4|Nd7|Qf3|c5|Qg3|cxd4|e4|Nc5|e5|d3|Bd1|Bxc4|Re1|d2|Bxd2|Nd3|Bc3|Bc5+|Kh1|Bf2|Qf3|Bxe1|Be2|Nf2+|Kg1|Bxc3|Bxc4+|Qxc4|bxc3|Nd3|h3|Rc8|Kh2|Qxc3
74a00043-3e29-11f1-8849-28ad8d01000f,167656886854,https://www.chess.com/game/live/167656886854,bullet,60+1,True,mustafe6627,906,ParpasP,871,35,Queens-Pawn-Opening-Blackmar-Gambit-2...dxe4,Quenn's Pawn Opening,/www.chess.com/openings/Queens-Pawn-Opening-Blackmar-Gambit-2...dxe4,Black,Loss,,,2026-04-22 11:00:31+02:00,1776848431,d4|d5|e4|dxe4|Bc4|Nf6|Ne2|Nc6|Nbc3|Bg4|h3|Bh5|Be3|e6|Qd2|Bb4|a3|Bxc3|Qxc3|Bxe2|Bxe2|O-O|O-O-O|Re8|g4|Ne7|h4|Rc8|h5|Qd5|g5|Nd7|h6|g6|Bc4|Qc6|d5|exd5|Qg7#
cbcfa136-3e25-11f1-8849-28ad8d01000f,167656092276,https://www.chess.com/game/live/167656092276,bullet,60+1,True,ParpasP,879,ContreUnoFR,848,31,London-System...4.e3-Bf5-5.c4-e6-6.Nc3,London System,/www.chess.com/openings/London-System...4.e3-Bf5-5.c4-e6-6.Nc3,White,Win,,,2026-04-22 10:34:36+02:00,1776846876,d4|d5|c4|c6|Nc3|Bf5|Nf3|Nf6|Bf4|e6|e3|Bd6|Bg3|O-O|Bd3|Bxd3|Qxd3|Na6|c5|Bc7|Rc1|Nb4|Qd1|Bxg3|hxg3|b6|a3|Na6|b4|bxc5|bxc5|Qa5|Qc2|Ne4|Ne5|Nf6|g4|Qxa3|g5|Ne4|Nxe4|dxe4|f3|exf3|Qxh7#
89dd0045-3e25-11f1-936c-2e0a7901000f,167656037552,https://www.chess.com/game/live/167656037552,bullet,60+1,True,ParpasP,871,MinhDior123,762,109,Queens-Gambit-Declined-Queens-Knight-Variation-3...dxc4-4.e4,Queen's Gambit Declined,/www.chess.com/openings/Queens-Gambit-Declined-Queens-Knight-Variation-3...dxc4-4.e4,White,Win,,,2026-04-22 10:32:25+02:00,1776846745,d4|d5|c4|e6|Nc3|dxc4|e4|Bb4|Bxc4|Nc6|Nf3|Nf6|a3|Bxc3+|bxc3|Nxe4|O-O|Nxc3|Qb3|Ne4|Re1|Nf6|Bg5|O-O|Bd3|h6|Bh4|g5|Bg3
b1b9e984-3e21-11f1-936c-2e0a7901000f,167655221402,https://www.chess.com/game/live/167655221402,bullet,60+1,True,ParpasP,863,tungdancer,778,85,Queens-Gambit-Declined-Chigorin-Janowski-Variation...6.Be3-e6-7.Bxc4-Bb4,Queen's Gambit Declined,/www.chess.com/openings/Queens-Gambit-Declined-Chigorin-Janowski-Variation...6.Be3-e6-7.Bxc4-Bb4,White,Win,,,2026-04-22 10:05:36+02:00,1776845136,d4|d5|c4|dxc4|e4|Nf6|Nc3|Nc6|Nf3|Bg4|Be3|e6|Bxc4|Bb4|e5|O-O|exf6|Qxf6|Bd2|Nxd4|Be2|Rfd8|Nxd4|Bxe2|Ndxe2|Rd7|O-O|Rad8|Qa4|Bxc3|Bxc3|Qg6|Ng3|a6|Qb4|b5|Qa5|c5|Qxa6
6415a9d6-3e21-11f1-8849-28ad8d01000f,167655159088,https://www.chess.com/game/live/167655159088,bullet,60+1,True,LO_MA_CEL,882,ParpasP,857,25,Slav-Defense-Modern-Two-Knights-Attack,Slav Defense,/www.chess.com/openings/Slav-Defense-Modern-Two-Knights-Attack,Black,Loss,,,2026-04-22 10:03:02+02:00,1776844982,d4|d5|c4|c6|Nc3|Nf6|Nf3|dxc4|Bg5|Nd5|e4|Nb4|a3|N4a6|Bxc4|b5|Bb3|Bg4|h3|Bh5|O-O|g6|g4|Bxg4|hxg4|Bg7|e5|Nd7|Bh4|c5|Ng5|cxd4|Qxd4|Bxe5|Qd3|Rc8|Bxf7+|Kf8|Qf3|Kg7|Ne6+
2d8b9084-3e21-11f1-936c-2e0a7901000f,167655115332,https://www.chess.com/game/live/167655115332,bullet,60+1,True,kishore-anik,839,ParpasP,865,-26,Alapin-Sicilian-Defense...3.Nf3-Nc6-4.d4-cxd4-5.cxd4,Alapin Sicilian Defense,/www.chess.com/openings/Alapin-Sicilian-Defense...3.Nf3-Nc6-4.d4-cxd4-5.cxd4,Black,Loss,,,2026-04-22 10:00:29+02:00,1776844829,e4|c5|Nf3|e6|c3|Nc6|d4|cxd4|cxd4|Bb4+|Nc3|Nf6|Bd3|O-O|O-O|d5|exd5|Nxd5|Nxd5|exd5|Ne5|Nxd4|Qh5|Ne6|Qxh7#
bbc08dbd-3e20-11f1-8849-28ad8d01000f,167655023440,https://www.chess.com/game/live/167655023440,bullet,60+1,True,ParpasP,874,69DrD,951,-77,Englund-Gambit-2.dxe5,Englund Gambit,/www.chess.com/openings/Englund-Gambit-2.dxe5,White,Loss,67.82,73.31,2026-04-22 09:59:20+02:00,1776844760,d4|e5|dxe5|d6|exd6|Bxd6|Nc3|Bf5|Bf4|Nf6|Nf3|Bxf4|e3|Qxd1+|Rxd1|Be5|Nxe5|O-O|Bc4|Re8|Nf3|Nc6|Bd3|Bg4|h3|Bxf3|gxf3|Rad8|Rg1|g6|Nb5|Nd5|Be4|a6|Bxd5|axb5|Bxc6|Rxd1+|Kxd1|bxc6|Rg4|Rd8+|Ke2|f5|Rb4|Rd7|Rb3|Kf7|Rc3|Ke6|Rxc6+|Kd5|Ra6|Kc4|Ra8|c5|Rh8|b4|Rxh7|Rxh7|e4|fxe4|fxe4|Rxh3|f3|Kd4|c3+|bxc3|bxc3+|Kxc3|Ke3|Kb2|Kf4|Kxa2|Kg5|Rg3+|Kf4|Rg1|e5|c4|Ke4|c3|f4|Re1+|Kd5|c2|e6|c1=Q|Kd6|Qd2+|Ke7|Qb4+|Kf7|g5|e7|Qxe7+|Kg6|Re6+|Kf5|Rf6+|Kxg5|Qg7+|Kh5|Rh6#
63409b95-3e20-11f1-8849-28ad8d01000f,167654952092,https://www.chess.com/game/live/167654952092,bullet,60+1,True,Mster03,867,ParpasP,881,-14,Van-Geet-Opening-Reversed-Nimzowitsch-Variation-2.b3,Van Geet,/www.chess.com/openings/Van-Geet-Opening-Reversed-Nimzowitsch-Variation-2.b3,Black,Loss,,,2026-04-22 09:56:09+02:00,1776844569,Nc3|e5|b3|Nc6|Bb2|Nf6|d3|d5|e3|d4|exd4|Nxd4|Ne4|Bc5|Nxc5|O-O|Ne4|Bg4|f3|Bh5|Qd2|b6|O-O-O|c5|Qg5|Bg6|Qxe5|Rc8|Nh3|Re8|Nxf6+|gxf6|Qg3|Re2|Bxd4|Qxd4|Bxe2|Qa1+|Kd2|Re8|f4|Qd4|f5
3bab6664-3e20-11f1-936c-2e0a7901000f,167654919950,https://www.chess.com/game/live/167654919950,bullet,60+1,True,vladossik2,904,ParpasP,890,14,Sicilian-Defense-Taimanov-Variation-5.Nc3,Sicilian Defense,/www.chess.com/openings/Sicilian-Defense-Taimanov-Variation-5.Nc3,Black,Loss,,,2026-04-22 09:53:41+02:00,1776844421,e4|c5|Nf3|e6|d4|cxd4|Nxd4|Nc6|Nc3|d5|Bb5|Bb4|Nxc6|Bxc3+|bxc3|Bd7|Nxd8|Bxb5|Nxb7|Nf6|e5|Nd7|Nd6+|Ke7|Nxb5|Nxe5
d5d6fa50-3e1f-11f1-a0f1-86ad2101000f,167654837900,https://www.chess.com/game/live/167654837900,bullet,60+1,True,thobomotsumi,893,ParpasP,898,-5,Sicilian-Defense-French-Variation-3.Nc3-Nc6,Sicilian Defense,/www.chess.com/openings/Sicilian-Defense-French-Variation-3.Nc3-Nc6,Black,Loss,,,2026-04-22 09:52:26+02:00,1776844346,e4|c5|Nf3|e6|Nc3|Nc6|Be2|d5|exd5|exd5|O-O|Bf5|Bb5|Nf6|d4|Be7|dxc5|Bxc5|Re1+|Be6|Bg5|O-O|Bxf6|Qxf6|Nxd5|Bxd5|Qxd5|Bxf2+|Kxf2|Ne7|Qd3|Ng6|Bc4|Qxb2|Kg1|Rfd8|Qe4|Rac8|Bb3|Qf6|Rad1|Qb6+|Kh1|Qc6|Rxd8+
b1d06960-3e1f-11f1-b438-b269b001000f,167654808852,https://www.chess.com/game/live/167654808852,bullet,60+1,True,ParpasP,906,Akwukwo,881,25,Queens-Gambit-Declined-Semi-Slav-Defense-Accelerated-Move-Order-4.e4-Bb4-5.cxd5,Queen's Gambit Declined,/www.chess.com/openings/Queens-Gambit-Declined-Semi-Slav-Defense-Accelerated-Move-Order-4.e4-Bb4-5.cxd5,White,Win,,,2026-04-22 09:49:45+02:00,1776844185,d4|e6|c4|c6|Nc3|d5|e4|Bb4|cxd5|cxd5|Bd2|dxe4|Nxe4|Bxd2+|Qxd2|Nf6|Bd3|Nxe4|Bxe4|Nc6|Rc1|Qxd4|Bxc6+
5053e675-3e1f-11f1-8849-28ad8d01000f,167654729908,https://www.chess.com/game/live/167654729908,bullet,60+1,True,miloskvo,954,ParpasP,898,56,Sicilian-Defense-Old-Sicilian-Variation-3.Bc4-e6-4.Nc3,Sicilian Defense,/www.chess.com/openings/Sicilian-Defense-Old-Sicilian-Variation-3.Bc4-e6-4.Nc3,Black,Loss,,,2026-04-22 09:48:42+02:00,1776844122,e4|c5|Nc3|e6|Nf3|Nc6|Bc4|Nf6|d3|d5|exd5|exd5|Bb5|Bf5|Ne5|Rc8|O-O|Bd6|Re1|O-O|Nxc6|bxc6|Ba4|Qc7|g3|Bh3|Bg5|Rb8|Bxf6|gxf6|Qh5|Kh8|Qxh3|Rg8|Re3|Rxb2|Bb3|d4|Rf3|dxc3|Rxf6|Be5|Rxf7|Qxf7|Bxf7|Rxc2|Bxg8|Kxg8|Qe6+|Kh8|Qxe5+|Kg8|Qxc5|h5|Qxh5|Rd2|Qg5+|Kh7
e18b7538-3e1e-11f1-936c-2e0a7901000f,167654641198,https://www.chess.com/game/live/167654641198,bullet,60+1,True,ParpasP,905,AMcNay,924,-19,Slav-Defense-Modern-Three-Knights-Variation,Slav Defense,/www.chess.com/openings/Slav-Defense-Modern-Three-Knights-Variation,White,Loss,,,2026-04-22 09:45:58+02:00,1776843958,d4|c6|c4|d5|Nc3|Nf6|Nf3|Nbd7|Bf4|Nb6|e3|dxc4|Rc1|Bg4|h3|Bh5|g4|Bg6|Bg2|e6|Ne5|Bd6|Nxg6|hxg6|Bxd6|Qxd6|Ne4|Nxe4|Bxe4|O-O-O|Qe2|Qb4+|Rc3|Na4|a3|Qb3|Rxb3|cxb3|O-O|Rh7|Rc1|Rdh8|Qb5|Nxb2|Rxc6+|bxc6|Qxc6+|Kd8|Qa8+|Ke7|Qb7+|Kf6|g5+|Kxg5|f4+|Kf6|Qxb3|Rxh3|Qxb2|Rg3+|Kf2|Rhh3|d5+|Ke7|Qb7+|Kf6|Ke2|Rxe3+|Kd2|Rxe4|dxe6|Rxe6
711db7f9-3e1e-11f1-b438-b269b001000f,167654551172,https://www.chess.com/game/live/167654551172,bullet,60+1,True,ParpasP,913,JhemPascual,925,-12,Queens-Pawn-Opening-1...c6-2.c4,Quenn's Pawn Opening,/www.chess.com/openings/Queens-Pawn-Opening-1...c6-2.c4,White,Loss,,,2026-04-22 09:42:47+02:00,1776843767,d4|c6|c4|e6|Nc3|Bb4|e4|Bxc3+|bxc3|Ne7|f4|O-O|Nf3|f5|Bd3|d6|O-O|Nd7|Rb1|Nf6|Re1|Ng6|exf5|exf5|Bb2|Nxf4|Qc2|Nxd3|Qxd3|Ne4|c5|d5|c4|Qh4|Nxh4|f4|Rxe4|dxe4|Qxe4|Bd7|Rf1|Rae8|Qd3|Re3|Qd2|Bg4|Rxf4|Rxf4|Qxe3|Rf8|Nf3|Bh5|Ne5|h6|d5|cxd5|cxd5|a6|Qg3|Be2|Ng6|Rf1#
b039086a-3e1c-11f1-8849-28ad8d01000f,167654193666,https://www.chess.com/game/live/167654193666,bullet,60+1,True,mohit4017,926,ParpasP,921,5,Queens-Pawn-Opening-Accelerated-London-Steinitz-Countergambit-3.e3-Nc6-4.Nf3,Quenn's Pawn Opening,/www.chess.com/openings/Queens-Pawn-Opening-Accelerated-London-Steinitz-Countergambit-3.e3-Nc6-4.Nf3,Black,Win,,,2026-04-22 09:28:46+02:00,1776842926,d4|d5|Bf4|c5|e3|Nc6|Nf3|Bf5|c4|Nf6|Nc3|dxc4|Bxc4|e6|Bb5|Bd6|Qa4|Rc8|Bxd6|Qxd6|Ne5|O-O|Bxc6|bxc6|dxc5|Qxe5|O-O|Bd3|Rfd1|Rfd8|Qxa7|Ng4|h3|Qh2#
42ab3a36-3e1c-11f1-b438-b269b001000f,167654107144,https://www.chess.com/game/live/167654107144,bullet,60+1,True,ParpasP,912,mohamsol,873,39,Queens-Gambit-Declined-Austrian-Variation,Queen's Gambit Declined,/www.chess.com/openings/Queens-Gambit-Declined-Austrian-Variation,White,Win,,,2026-04-22 09:27:11+02:00,1776842831,d4|d5|c4|c5|dxc5|e6|Nc3|Bxc5|Nf3|Nf6|Bg5|h6|Bh4|Be7|e3|Nc6|cxd5|exd5|Bd3|O-O|O-O|d4|exd4|Nxd4|Nxd4|g5|Bg3|Bc5|Nf3|Kg7|Na4|Bb6|h4|g4|Ne5|h5|Qd2|Bf5|Qg5+|Bg6|Nxg6|fxg6|Qxg6+|Kh8|Bf5|Bd4|Rad1|Qe8|Rfe1|Qxg6|Bxg6|Bb6|Bf5|Rad8|Rxd8|Rxd8|Re6|Nd5|Kf1|Nc7|Re1|Nd5|Nxb6
853f6797-3e1b-11f1-936c-2e0a7901000f,167653957250,https://www.chess.com/game/live/167653957250,bullet,60+1,True,ParpasP,905,ktsdrq,870,35,Queens-Pawn-Opening-English-Defense-3.Nc3-Bb7-4.e4,Quenn's Pawn Opening,/www.chess.com/openings/Queens-Pawn-Opening-English-Defense-3.Nc3-Bb7-4.e4,White,Win,,,2026-04-22 09:21:26+02:00,1776842486,d4|e6|c4|b6|Nc3|Bb7|e4|g6|Nf3|Bg7|Bd3|Nf6|e5|Ng4|O-O|f6|h3|Nh6|Be3|fxe5|Nxe5|Bxe5|dxe5|Nf5|Re1|Nxe3|Rxe3|Nc6|Be4|Na5|Bxb7|Nxb7|Rc1|Nc5|b4|Nb7|Qd4|Qe7|Qe4|c6|b5|d5|exd6|Qxd6|Rd1|Qc5|bxc6|Qxc6|Qxc6+|Ke7|Rxe6+|Kf8|Qxb7|Re8|Rxe8+|Kxe8|Qc8+|Kf7|Qxh8
d411e3e3-3e1a-11f1-a0f1-86ad2101000f,167653818402,https://www.chess.com/game/live/167653818402,bullet,60+1,True,Wicks3,866,ParpasP,897,-31,Sicilian-Defense-Taimanov-Variation-5.Nc3,Sicilian Defense,/www.chess.com/openings/Sicilian-Defense-Taimanov-Variation-5.Nc3,Black,Win,,,2026-04-22 09:17:15+02:00,1776842235,e4|c5|Nf3|e6|Nc3|Nc6|d4|cxd4|Nxd4|e5|Nxc6|bxc6|Be3|Bb4|Qd3|Nf6|Bd2|Bb7|a3|Ba5|Be2|O-O|h3|Rb8|O-O|Qc8|b4|Bb6|Na4|Bc7|Nc5|Re8|Nxb7|Rxb7|Qf3|d5|Ba6|dxe4|Qe3|Bb6|Qb3|Qb8|Bxb7|Qxb7|Be3|Bxe3|Qxe3|Qb5|Rfe1|Rd8|Qxa7|Nh5|Qc7|Re8|Qd7|Rf8|Rxe4|Nf4|Ree1|Qc4|Qg4|Qxc2|Rxe5|Nd3|Rc5|Qxf2+|Kh1|Qf6|Rc3|Nf2+|Kh2|Nxg4+|hxg4|Qxc3
5f497f38-3e1a-11f1-a0f1-86ad2101000f,167653726592,https://www.chess.com/game/live/167653726592,bullet,60+1,True,DEIVNO,859,ParpasP,889,-30,Colle-System-3...c6-4.Bd3,Colle System,/www.chess.com/openings/Colle-System-3...c6-4.Bd3,Black,Win,,,2026-04-22 09:13:51+02:00,1776842031,d4|d5|Nf3|c6|e3|Nf6|Bd3|Nbd7|b3|Qc7|Bb2|g6|O-O|Bg7|c4|c5|a3|cxd4|exd4|O-O|Nbd2|b6|Re1|Re8|Rc1|Bb7|cxd5|Qd6|a4|Nxd5|Ne4|Qb8|Ba3|Nf4|Bf1|Nf6|Nxf6+|Bxf6|Qd2|Qd8|Qxf4|Bxf3|Qxf3|Qxd4|Bc4|Rac8|Re4|Qd7|Rd1|Qc7|Bb2|Bxb2|Bxf7+|Kg7|Bxe8|Rxe8
f69a7c95-3e19-11f1-8849-28ad8d01000f,167653644836,https://www.chess.com/game/live/167653644836,bullet,60+1,True,asxmas,795,ParpasP,881,-86,Sicilian-Defense-Bowdler-Attack-2...e6,Sicilian Defense,/www.chess.com/openings/Sicilian-Defense-Bowdler-Attack-2...e6,Black,Win,70.5,69.67,2026-04-22 09:10:19+02:00,1776841819,e4|c5|Bc4|e6|a3|d5|exd5|exd5|Ba2|Nc6|Nf3|Nf6|d4|c4|b3|Be6|bxc4|dxc4|Nc3|Na5|Bg5|Be7|O-O|O-O|Bxf6|Bxf6|Qd2|Rc8|Ne4|b5|Nxf6+|gxf6|Rad1|Qd5|Qe2|Rfe8|Qd2|Bg4|Qh6|Bxf3|gxf3|Qxf3|Rde1|Qg4+|Kh1|Rxe1|Rxe1|Rd8
c65cc8e8-3e19-11f1-b438-b269b001000f,167653607326,https://www.chess.com/game/live/167653607326,bullet,60+1,True,ParpasP,875,jesuissacre,858,17,Queens-Gambit-Declined-Marshall-Defense-3.cxd5-Nxd5-4.e4-Nb6-5.Nc3,Queen's Gambit Declined,/www.chess.com/openings/Queens-Gambit-Declined-Marshall-Defense-3.cxd5-Nxd5-4.e4-Nb6-5.Nc3,White,Win,,,2026-04-22 09:07:40+02:00,1776841660,d4|d5|c4|Nf6|cxd5|Nxd5|e4|Nb6|Nc3|e5|d5|Bb4|Nf3|c6|Nxe5|f6|Nc4|Nxc4|Bxc4|cxd5|Bxd5|Nc6|O-O|Bg4|Qxg4
603fbc00-3e19-11f1-936c-2e0a7901000f,167653528090,https://www.chess.com/game/live/167653528090,bullet,60+1,True,nsyah03,900,ParpasP,867,33,Sicilian-Defense-McDonnell-Attack-2...Nc6-3.Nf3,Sicilian Defense,/www.chess.com/openings/Sicilian-Defense-McDonnell-Attack-2...Nc6-3.Nf3,Black,Loss,,,2026-04-22 09:06:20+02:00,1776841580,e4|c5|f4|Nc6|Nf3|b6|Bb5|Bb7|c3|d6|d4|cxd4|cxd4|a6|Bxc6+|Bxc6|d5|Bb5|Nc3|Nf6|Nxb5|axb5|Qd3|Rc8|Qxb5+|Qd7|Qxd7+|Nxd7|e5|dxe5|fxe5|f6|e6|Nc5|Be3|g5|Kd2|Ne4+|Kd3|Nc5+|Bxc5|Rxc5|Nd4|Bg7|Ke4|f5+|Nxf5|Rc2|Nxg7+|Kf8|Nf5|Rxb2|Rhf1|Ke8|Rac1|Kd8|Ng7|Rxg2|a4|Rxh2|Rc6|Rb2|Rfc1|b5|Rc8#
edcc916c-3e18-11f1-b438-b269b001000f,167653440192,https://www.chess.com/game/live/167653440192,bullet,60+1,True,ParpasP,875,kingchinnasamy,911,-36,Queens-Pawn-Opening-Horwitz-Defense-2.c4,Quenn's Pawn Opening,/www.chess.com/openings/Queens-Pawn-Opening-Horwitz-Defense-2.c4,White,Loss,,,2026-04-22 09:03:30+02:00,1776841410,d4|e6|c4|Nc6|Nc3|Bb4|Nf3|Bxc3+|bxc3|Nf6|Bg5|h6|Bh4|g5|Bg3|Ne4|e3|Nxg3|hxg3|Qf6|Bd3|d5|cxd5|exd5|Qc2|g4|Nh4|h5|O-O-O|a5|Rde1|Be6|e4|O-O-O|exd5|Bxd5|Nf5|Qg5+|Kb1|Bxg2|Rhg1|Bf3|Nh4|Bd5|Re5|Nxe5|dxe5|Qxe5|Nf5|Qf6|Re1|Be6|Ne7+|Qxe7|Bf5|Qf6|Bxe6+|fxe6|Qe4|Qf5|Qxf5|exf5|Re7|Rd2|Kc1|Rxf2|Rf7|Rxa2|Rxf5|h4|gxh4|Rxh4|Rg5|Rh1#
1e5fdec7-3d60-11f1-a0f1-86ad2101000f,167609681982,https://www.chess.com/game/live/167609681982,bullet,60+1,True,AntKor98,864,ParpasP,882,-18,Slav-Defense-3.Nc3-Nf6,Slav Defense,/www.chess.com/openings/Slav-Defense-3.Nc3-Nf6,Black,Win,43.51,62.67,2026-04-21 11:00:00+02:00,1776762000,d4|d5|c4|c6|Nc3|Nf6|Bf4|dxc4|e3|b5|Nf3|Bf5|Ne5|e6|Bg5|Be7|Bxf6|Bxf6|Qh5|O-O|O-O-O|Qa5|g4|Bg6|Nxg6|hxg6|Qh3|Nd7|f4|b4|Ne4|Be7|Ng5|Bxg5|fxg5|Qxa2|Kc2|Qb3+|Kb1|c3|Be2|Qxb2#
917ef524-3d5f-11f1-a0f1-86ad2101000f,167609562430,https://www.chess.com/game/live/167609562430,bullet,60+1,True,kushjaiswal101,878,ParpasP,874,4,Slav-Defense-Modern-Three-Knights-Variation,Slav Defense,/www.chess.com/openings/Slav-Defense-Modern-Three-Knights-Variation,Black,Win,,,2026-04-21 10:57:20+02:00,1776761840,d4|d5|c4|c6|Nc3|Nf6|Nf3|Bg4|Bf4|Bxf3|gxf3|g6|Bh3|Bg7|Qb3|b6|cxd5|cxd5|Be5|Nc6|Bxf6|exf6|Qb5|Qd6|Qxd5|Qxd5|Nxd5|O-O|e3|f5|Bg2|Rfe8|f4|Nxd4|O-O-O|Nb5|Nb4|Rac8+|Kb1|Nc7|Nc6|Ne6|Ne5|Bxe5|fxe5|Ng5|f4|Ne4|Bxe4|fxe4|Rhg1|h5|h4|Red8|Rxd8+|Rxd8|Kc2|Rd3|Re1|Rd7|Kc3|Re7|Kc4|Re8|Kd5|Rf8|Kxe4|f6|Kd5|fxe5|Kxe5|Re8+|Kd4|Rc8|Kd5|Rc2|Rb1|Re2|Ke4|Rh2|Kf3|Rxh4|Kg3|Rg4+|Kh3|Kg7|e4|Kf6|f5|gxf5|exf5|Kxf5
22bc772c-3d5f-11f1-936c-2e0a7901000f,167609468606,https://www.chess.com/game/live/167609468606,bullet,60+1,True,ParpasP,865,superRandomName12,944,-79,Kings-Indian-Defense-Normal-Variation...5.Nf3-O-O-6.h3-Nbd7,King's Indian Defense,/www.chess.com/openings/Kings-Indian-Defense-Normal-Variation...5.Nf3-O-O-6.h3-Nbd7,White,Loss,,,2026-04-21 10:53:26+02:00,1776761606,d4|g6|c4|Bg7|Nc3|Nf6|e4|d6|h3|O-O|Nf3|Nbd7|Bd3|c5|d5|e6|Be3|exd5|Nxd5|Nxd5|cxd5|Bxb2|Rb1|Bc3+|Nd2|Bg7|Nc4|b5|Nxd6|Qh4|Bxb5|Ne5|O-O|Bxh3|gxh3|Qxh3|f4|Qxe3+|Rf2|Qg3+|Rg2|Qxf4|Be2|a6|Rb7|Rad8|Nc4|Nxc4|Bxc4|Bd4+|Kh1|Qh6+|Rh2|Qg5|Qf3|Be5|Rh3|Qc1+
c29c01f5-3d5e-11f1-936c-2e0a7901000f,167609386874,https://www.chess.com/game/live/167609386874,bullet,60+1,True,ParpasP,872,robinsavila,897,-25,Queens-Gambit-Declined-Queens-Knight-Variation,Queen's Gambit Declined,/www.chess.com/openings/Queens-Gambit-Declined-Queens-Knight-Variation,White,Loss,,,2026-04-21 10:50:19+02:00,1776761419,d4|d5|c4|e6|Nc3|b6|Nf3|Ba6|cxd5|exd5|Qa4+|Nd7|Qxa6|Ngf6|Bg5|c6|Bxf6|Nxf6|Qd3|Bb4|e3|O-O|a3|Bxc3+|bxc3|h6|Be2|Rb8|O-O|c5|dxc5|bxc5|Ne5|Qd6|Nc4|Qc7|Nb2|c4|Qd2|Rfe8|Rab1|Qc5|Rfe1|Qxa3|Nd1|Rxb1|e4|Nxe4|Qf4|Nf6|Bf3|Rxe1#
4b4f634d-3d5e-11f1-8849-28ad8d01000f,167609285712,https://www.chess.com/game/live/167609285712,bullet,60+1,True,ParpasP,880,Crematogaster,898,-18,Queens-Gambit-Declined-Marshall-Defense-3.cxd5,Queen's Gambit Declined,/www.chess.com/openings/Queens-Gambit-Declined-Marshall-Defense-3.cxd5,White,Loss,,,2026-04-21 10:47:37+02:00,1776761257,d4|d5|c4|Nf6|cxd5|Bf5|Nc3|Nxd5|e4|Nxc3|bxc3|Bxe4|Nf3|e6|Bd3|Bc6|Bb2|h6|O-O|Be7|Rb1|b6|Ne5|Bb7|Re1|O-O|c4|Nd7|a3|a5|d5|exd5|cxd5|Bxd5|Bb5|c6|Ba4|b5|Bb3|Bxb3|Qxb3|Nxe5|Rxe5|Bd6|Re3|Qh4|h3|Bc5|Rf3|Rae8|Qc3|Bxf2+|Rxf2|f6|Qf3|Re6|Bc3|Rfe8|Rff1|Re3|Bd2|Rxf3|Rxf3|Re2|Bc1|Re1+|Rf1|Qd4+|Kh2|Rxf1|Bxh6|Qe5+|g3|Qe2#
